kyvadlo,45,0,,"ERROR: 0 error: arglist(3): out of bound 2error: called from ./scripts/kyvadlo.txt at line 8 column 2error: writing file '/var/www/.octave_hist': Permission deniederror: ignoring const octave::execution_exception& while preparing to exit"
kyvadlo,0,0,0,OK
kyvadlo,15,0,0,OK
kyvadlo,,NaN,0,"ERROR: 0 error: arglist(3): out of bound 2error: called from ./scripts/kyvadlo.txt at line 8 column 2error: writing file '/var/www/.octave_hist': Permission deniederror: ignoring const octave::execution_exception& while preparing to exit"
kyvadlo,30,NaN,0,OK
kyvadlo,20,20,0.5,OK
"June 4, 2020, 8:29 am",kyvadlo,20,25,0.5,OK
"June 4, 2020, 4:59 pm",kyvadlo,0,0,0,OK
"June 4, 2020, 4:59 pm",kyvadlo,1,1,0,OK
"June 4, 2020, 4:59 pm",kyvadlo,1,5,1,OK
"June 4, 2020, 4:59 pm",kyvadlo,16,5,1,OK
"June 4, 2020, 4:59 pm",kyvadlo,50,5,1,OK
"June 4, 2020, 5:00 pm",kyvadlo,50,1,1,OK
"June 4, 2020, 5:00 pm",kyvadlo,50,0,1,OK
